Brand,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,paintQuality%,previousOwners,hasDamage
Mercedes-Benz,A-Class,2017,14799.0,Manual,21147.0,Petrol,145.0,51.4,1.6,98.0,1,0.0
Ford,Focus,2019,18200.0,Manual,7500.0,Petrol,,,1.0,56.0,2,0.0
Ford,Fiesta,2018,10698.0,Manual,7541.0,Petrol,145.0,55.4,1.1,68.0,2,0.0
Ford,Fiesta,2016,10399.0,Manual,13475.0,Diesel,0.0,78.5,1.5,51.0,3,0.0
Mercedes-Benz,GLC-Class,2016,20998.0,Semi-Auto,,Diesel,125.0,56.5,2.1,60.0,2,0.0
Hyundai,Kona,2017,11990.0,Manual,,Petrol,145.0,52.3,1.0,48.0,0,0.0
Mercedes-Benz,C-Class,2019,28990.0,Semi-Auto,2000.0,Diesel,,,2.0,61.0,1,0.0
Audi,A8,2019,38975.0,Automatic,7890.0,Diesel,145.0,40.4,3.0,45.0,6,0.0
Ford,Fiesta,2017,9998.0,Manual,32336.0,Diesel,0.0,78.5,1.5,36.0,4,0.0
Volkswagen,Touareg,2019,47995.0,Automatic,5305.0,Other,303.1488914624556,25.5,3.0,81.0,4,0.0
Volkswagen,Polo,2019,17490.0,Semi-Auto,2500.0,Petrol,150.0,46.3,1.0,66.0,0,0.0
Audi,A4,2016,17790.0,Manual,28290.0,Diesel,30.0,67.3,2.0,57.0,2,0.0
BMW,5 Series,2012,9990.0,Automatic,48417.0,Diesel,125.0,60.1,2.0,88.0,1,0.0
Volkswagen,T-Roc,2018,17290.0,Unknown,28263.0,Petrol,145.0,44.1,1.0,54.0,3,0.0
Hyundai,i10,2017,7999.0,Manual,10500.0,Petrol,145.0,57.7,,75.0,4,0.0
Ford,Fiesta,2017,10500.0,Manual,22420.0,Diesel,0.0,78.5,1.5,35.0,3,0.0
Mercedes-Benz,S-Class,2016,56995.0,,19953.0,Petrol,555.0,28.0,5.5,77.0,2,0.0
Opel,Mokka X,2017,11298.0,Manual,8627.0,Petrol,145.0,47.1,1.4,35.0,1,0.0
Mercedes-Benz,C-Class,2017,15990.0,Automatic,49000.0,Diesel,145.0,61.4,2.1,97.0,2,0.0
Mercedes-Benz,GLE-Class,2019,57599.0,Semi-Auto,9354.0,Diesel,145.0,32.5,,92.0,0,0.0
Mercedes-Benz,GLA-Class,2016,18431.0,Semi-Auto,24500.0,Diesel,30.0,64.2,2.1,36.0,2,0.0
Ford,Fiesta,2019,15000.0,Manual,12500.0,Petrol,145.0,58.9,1.0,54.0,0,0.0
Ford,Focus,2015,7295.0,Manual,83823.0,Diesel,,,1.5,69.0,4,0.0
Toyota,Yaris,2017,12998.0,Automatic,7768.0,Hybrid,140.0,76.3,1.5,51.0,0,0.0
Škoda,Octavia,2020,18990.0,Automatic,1941.0,Diesel,145.0,54.3,2.0,95.0,0,0.0
Hyundai,i30,2015,6699.0,Manual,37000.0,Diesel,0.0,78.4,2.6631131988980843,44.0,1,0.0
BMW,X2,2019,29770.0,Automatic,123.0,Diesel,145.0,48.7,2.0,89.0,2,0.0
Toyota,CH-R,2018,16998.0,Manual,25414.0,Petrol,145.0,41.5,1.2,82.0,3,0.0
Volkswagen,Passat,2019,30750.0,Automatic,9000.0,Hybrid,135.0,43.5,1.4,60.0,1,0.0
BMW,1 Series,2019,32990.0,Semi-Auto,3883.0,Petrol,145.0,34.5,2.0,82.0,0,0.0
Ford,C-MAX,2017,7989.0,Manual,45830.0,Diesel,20.0,68.9,1.5,52.0,4,0.0
Ford,Ka+,2019,9999.0,Manual,3000.0,Petrol,145.0,47.9,1.2,45.0,4,0.0
Ford,Focus,2018,12950.0,Manual,15442.0,Petrol,145.0,57.7,1.0,87.0,1,0.0
Volkswagen,Arteon,2019,33950.0,Semi-Auto,8000.0,Diesel,145.0,44.1,2.0,92.0,0,
BMW,2 Series,2018,19000.0,Semi-Auto,9641.0,Petrol,145.0,38.2,2.0,50.0,0,0.0
BMW,M4,2019,47898.0,Semi-Auto,5650.0,Petrol,145.0,32.5,3.0,86.0,1,0.0
Opel,Corsa,2018,10471.0,Manual,16397.0,Petrol,150.0,49.6,1.4,66.0,1,0.0
Audi,Q5,2019,30991.0,Automatic,11500.0,Diesel,145.0,56.5,2.0,74.0,1,0.0
Audi,,2019,34991.0,Semi-Auto,6836.0,Diesel,145.0,38.2,2.0,57.0,4,0.0
Opel,Astra,2017,10490.0,Automatic,24641.0,Petrol,125.0,51.4,1.4,62.0,0,0.0
Ford,Focus,2016,8499.0,Manual,25369.0,Petrol,20.0,60.1,1.0,91.0,2,0.0
Audi,A6,2017,21998.0,Semi-Auto,22456.0,Diesel,145.0,61.4,2.0,96.0,0,0.0
Škoda,Citigo,2018,6800.0,Manual,40123.0,Petrol,145.0,64.2,1.0,42.0,1,0.0
Mercedes-Benz,GLC-Class,2016,20950.0,Automatic,27000.0,Diesel,125.0,56.5,2.1,87.0,2,0.0
Opel,Mokka,2015,7640.0,Manual,65421.0,Diesel,30.0,65.7,1.6,53.0,1,0.0
Toyota,Yaris,2015,7695.0,Manual,29568.0,Petrol,30.0,58.0,1.3,86.0,0,0.0
Ford,C-MAX,2015,6999.0,Manual,48025.0,Petrol,,55.4,,68.0,3,0.0
Ford,Focus,2017,10620.0,Manual,18385.0,Diesel,0.0,74.3,1.5,47.0,2,0.0
Volkswagen,Tiguan,2019,27349.0,Automatic,18273.0,Diesel,150.0,39.2,2.0,98.0,0,0.0
BMW,X6,2019,58988.0,Automatic,5000.0,Petrol,145.0,26.4,3.0,98.0,3,0.0
Volkswagen,Tiguan,2018,26795.0,Semi-Auto,23025.0,Diesel,145.0,44.1,2.0,78.0,1,0.0
Toyota,Yaris,2016,9700.0,Manual,20788.0,Petrol,30.0,55.0,1.3,53.0,3,0.0
Ford,Focus,2017,11591.0,Manual,7612.0,Petrol,20.0,61.4,1.0,50.0,3,0.0
BMW,3 Series,2015,17200.0,Semi-Auto,6147.0,Petrol,145.0,47.9,2.0,59.0,1,0.0
Volkswagen,Polo,2016,9690.0,Manual,22218.0,Petrol,20.0,60.1,1.0,43.0,1,0.0
Ford,Fiesta,2009,3995.0,Manual,29000.0,Diesel,0.0,76.3,1.6,39.0,2,0.0
Škoda,,2018,20640.0,Automatic,12307.0,Petrol,145.0,44.8,1.4,67.0,4,0.0
Mercedes-Benz,E-Class,2018,22699.0,Unknown,18770.0,Diesel,145.0,67.3,2.0,81.0,3,0.0
Ford,Focus,2013,6499.0,Manual,41048.0,Petrol,20.0,58.9,1.0,51.0,1,0.0
Audi,A1,2020,19790.0,Manual,5080.0,Petrol,145.0,47.9,1.0,46.0,4,0.0
Mercedes-Benz,C-Class,2017,16491.0,Semi-Auto,32434.0,Diesel,150.0,64.2,2.1,75.0,4,0.0
Mercedes-Benz,A-Class,2013,11878.0,Semi-Auto,25151.0,Petrol,145.0,50.4,1.6,59.0,0,0.0
Audi,Q3,2014,12995.0,Semi-Auto,53000.0,Diesel,200.0,47.9,2.0,97.0,2,0.0
Audi,A3,2016,18500.0,Automatic,33391.0,Petrol,200.0,42.8,,81.0,1,0.0
Toyota,Yaris,2017,10995.0,Automatic,23802.0,Hybrid,0.0,86.0,1.5,74.0,4,0.0
Opel,Viva,2018,5995.0,Manual,28609.0,Petrol,150.0,61.4,1.0,35.0,3,0.0
Volkswagen,Golf,2019,12500.0,Manual,15118.0,Petrol,145.0,49.6,1.0,99.0,0,0.0
Škoda,Octavia,2019,16000.0,Automatic,259.0,Petrol,145.0,47.1,1.5,46.0,2,0.0
Škoda,Octavia,2017,11000.0,Semi-Auto,35555.0,Petrol,20.0,62.8,1.0,60.0,4,0.0
Audi,A6,2015,13990.0,Automatic,79197.0,Diesel,20.0,67.3,2.0,88.0,4,0.0
Toyota,Land Cruiser,2019,44995.0,Automatic,4512.0,Diesel,145.0,30.1,2.8,81.0,0,0.0
BMW,X1,2017,23995.0,Semi-Auto,15991.0,Diesel,150.0,55.4,,45.0,1,0.0
Škoda,Kamiq,2019,19950.0,Manual,2500.0,Petrol,145.0,47.9,1.0,39.0,4,0.0
Ford,Fiesta,2017,9795.0,Manual,22704.0,Petrol,145.0,64.2,1.1,32.0,2,
Opel,Astra,2016,9647.0,Manual,16300.0,Diesel,30.0,67.3,1.6,97.0,0,0.0
Ford,Ka,2013,4500.0,Manual,40000.0,Petrol,30.0,57.7,1.2,43.0,2,0.0
Volkswagen,Golf,2019,19765.0,Automatic,5890.0,Diesel,145.0,53.3,2.0,55.0,,0.0
BMW,7 Series,2020,52999.0,Semi-Auto,5000.0,Diesel,145.0,42.2,3.0,61.0,1,
Toyota,Yaris,2017,8695.0,Manual,26325.0,Petrol,145.0,58.9,1.5,32.0,2,0.0
Mercedes-Benz,E-Class,2013,13599.0,Automatic,15759.0,Diesel,125.0,,2.1,98.0,2,0.0
Mercedes-Benz,E-Class,2018,20800.0,Automatic,28759.0,Diesel,150.0,72.4,2.0,30.0,2,0.0
Toyota,Aygo,2015,6399.0,Manual,19714.0,Petrol,0.0,69.0,1.0,59.0,3,0.0
Mercedes-Benz,C-Class,2018,21400.0,Automatic,35720.0,Diesel,150.0,67.3,2.1,76.0,4,0.0
Mercedes-Benz,C-Class,2012,9799.0,Automatic,55685.0,Diesel,145.0,54.3,2.1,43.0,,0.0
Ford,Focus,2014,7999.0,Manual,29160.0,Petrol,30.0,56.5,,52.0,4,0.0
Opel,Astra,2019,10991.0,Manual,18115.0,Petrol,145.0,62.8,,59.0,3,0.0
Opel,Insignia,2019,13980.0,Manual,9500.0,Petrol,145.0,44.8,1.5,86.0,4,0.0
Hyundai,i30,2015,6498.0,Manual,40237.0,Diesel,0.0,78.4,1.6,58.0,,
Opel,Zafira,2013,7495.0,Manual,38000.0,Diesel,290.4867850792564,54.3,2.0,55.0,2,0.0
Ford,Focus,2019,16982.0,Manual,4000.0,Petrol,145.0,60.1,1.0,56.0,3,0.0
Opel,Insignia,2016,8899.0,Manual,31979.0,Petrol,125.0,50.4,1.4,80.0,4,0.0
Opel,,2020,15990.0,Manual,100.0,Petrol,145.0,54.3,1.2,71.0,2,0.0
Volkswagen,T-Roc,2020,25851.0,Manual,2114.0,Petrol,145.0,42.2,1.5,36.0,0,0.0
Ford,Fiesta,2018,11091.0,Manual,17474.0,Petrol,,65.7,1.0,96.0,4,0.0
Volkswagen,Polo,2016,8390.0,Manual,28720.0,Petrol,20.0,60.1,1.0,99.0,2,0.0
Ford,Fiesta,2017,10598.0,Manual,11544.0,Petrol,145.0,65.7,1.0,85.0,2,0.0
Opel,Meriva,2009,1795.0,Manual,90771.0,Petrol,160.0,44.1,1.4,49.0,4,0.0
Ford,Kuga,2019,20690.0,Automatic,10563.0,Petrol,145.0,31.0,1.5,85.0,3,0.0
Mercedes-Benz,M-Class,2010,8990.0,Automatic,128000.0,Diesel,555.0,32.5,3.0,64.0,1,0.0
Škoda,Yeti,2016,11990.0,Manual,12510.0,Petrol,125.0,51.4,1.2,83.0,1,0.0
Ford,Fiesta,2018,10490.0,Manual,,Petrol,145.0,58.9,1.0,84.0,0,0.0
Ford,Focus,2018,12399.0,Manual,15420.0,Petrol,,,1.0,50.0,0,0.0
Ford,Focus,2016,8491.0,Manual,32512.0,Petrol,20.0,60.1,1.0,70.0,3,0.0
Ford,B-MAX,2017,11299.0,Semi-Auto,11051.0,Petrol,145.0,44.1,1.6,52.0,0,0.0
Volkswagen,T-Roc,2019,21500.0,Manual,4515.0,Diesel,145.0,50.4,2.0,93.0,0,0.0
Volkswagen,Tiguan,2018,25495.0,Manual,14790.0,Diesel,150.0,50.4,2.0,,,0.0
BMW,3 Series,2017,16000.0,Automatic,47495.0,Other,135.0,,2.0,75.0,1,0.0
Audi,Q2,2019,21226.0,Manual,10472.0,Petrol,145.0,44.1,1.0,52.0,4,0.0
Opel,Astra,2017,8400.0,Manual,64770.0,Petrol,145.0,52.3,1.4,51.0,2,0.0
Mercedes-Benz,C-Class,2017,37199.0,Semi-Auto,,,145.0,35.3,3.0,65.0,4,0.0
Opel,Grandland X,2018,14199.0,Automatic,22087.0,Diesel,145.0,65.7,1.6,34.0,4,0.0
Hyundai,Tucson,2017,14490.0,Manual,18772.0,Diesel,30.0,61.7,1.7,78.0,0,0.0
Mercedes-Benz,C-Class,2015,16990.0,Semi-Auto,36798.0,,,,2.1,84.0,2,0.0
BMW,X5,2019,43946.0,Automatic,5856.0,Diesel,145.0,37.7,3.0,32.0,0,0.0
Ford,Fiesta,2017,8998.0,Manual,14188.0,Petrol,125.0,54.3,1.2,35.0,3,0.0
Hyundai,i10,2019,10490.0,Manual,25.0,Petrol,145.0,49.6,1.0,93.0,,0.0
Opel,Corsa,2019,9450.0,Manual,2167.0,Petrol,145.0,43.5,1.4,52.0,3,0.0
BMW,3 Series,2018,22395.0,Semi-Auto,6502.0,Petrol,150.0,48.7,2.0,68.0,,0.0
Ford,Fiesta,2018,10600.0,Manual,22727.0,Petrol,145.0,56.5,1.0,69.0,3,0.0
Ford,Focus,2017,10298.0,Manual,20536.0,Petrol,150.0,60.1,1.0,94.0,3,0.0
Ford,Focus,2019,17991.0,Manual,6682.0,Petrol,145.0,48.7,1.0,48.0,3,0.0
Ford,Fiesta,2017,9210.0,Manual,18256.0,Petrol,145.0,65.7,1.0,42.0,2,0.0
Ford,Focus,2015,9489.0,Manual,38000.0,Diesel,,,1.5,44.0,1,0.0
Mercedes-Benz,C-Class,2018,27725.0,Automatic,13037.0,Diesel,145.0,57.7,2.0,68.0,4,0.0
Mercedes-Benz,C-Class,2016,18200.0,Automatic,42000.0,Diesel,,,2.1,58.0,4,0.0
Hyundai,i10,2016,6600.0,Manual,16751.0,Petrol,30.0,57.6,1.2,77.0,1,0.0
Ford,Mondeo,2017,14999.0,Automatic,26476.0,Diesel,125.0,57.7,2.0,72.0,4,0.0
Ford,Focus,2017,10391.0,,35877.0,Diesel,150.0,74.3,1.5,59.0,2,0.0
Mercedes-Benz,C-Class,2019,25999.0,Automatic,10405.0,Petrol,150.0,47.1,1.5,45.0,2,0.0
BMW,1 Series,2014,9999.0,Manual,42994.0,Petrol,145.0,50.4,1.6,82.0,1,0.0
Toyota,Yaris,2017,14500.0,Automatic,12000.0,Hybrid,140.0,76.3,1.5,34.0,3,0.0
Škoda,Octavia,2016,14585.0,Manual,35893.0,Diesel,30.0,62.8,2.0,,2,0.0
Volkswagen,Polo,2023,15000.0,Manual,6500.0,Petrol,150.0,52.3,1.0,49.0,2,0.0
Ford,Focus,2017,15490.0,Unknown,23000.0,Diesel,145.0,67.3,2.0,68.0,0,0.0
Ford,Mustang,2017,27990.0,Manual,17030.0,Petrol,150.0,20.9,5.0,59.0,2,0.0
Škoda,Fabia,2017,9750.0,Manual,27600.0,Diesel,20.0,70.6,1.4,44.0,2,0.0
Opel,Corsa,2019,10995.0,Manual,14041.0,Petrol,145.0,43.5,1.4,95.0,4,0.0
Ford,Focus,2017,9991.0,Manual,19907.0,Petrol,,,1.0,47.0,3,0.0
BMW,1 Series,2013,6998.0,Manual,57125.0,Petrol,150.0,49.6,1.6,48.0,0,0.0
Mercedes-Benz,E-Class,2019,24349.0,Semi-Auto,15189.0,Diesel,145.0,72.4,2.0,77.0,0,0.0
BMW,X3,2019,36222.0,Semi-Auto,4624.0,Diesel,145.0,48.7,3.0,91.0,4,0.0
Hyundai,Tucson,2016,11500.0,Manual,38334.0,Petrol,165.0,44.8,1.6,48.0,4,0.0
Audi,A4,2006,3895.0,Manual,93000.0,Diesel,240.0,43.4,2.0,69.0,1,0.0
Ford,Fiesta,2017,10999.0,Manual,4662.0,Petrol,145.0,64.2,1.1,33.0,1,0.0
Mercedes-Benz,C-Class,2019,23000.0,Semi-Auto,14627.0,Petrol,145.0,46.3,1.5,96.0,1,0.0
Hyundai,Kona,2019,21998.0,Automatic,1391.0,Hybrid,135.0,52.3,1.6,64.0,2,0.0
Mercedes-Benz,A-Class,2019,24890.0,Semi-Auto,7301.0,Diesel,145.0,56.5,,82.0,0,0.0
Toyota,Yaris,2019,13690.0,Automatic,7011.0,Hybrid,135.0,76.3,1.5,33.0,1,0.0
Toyota,,2019,10290.0,Manual,7065.0,Petrol,150.0,56.5,1.0,77.0,0,0.0
Audi,Q5,2019,37995.0,Semi-Auto,2712.0,Diesel,145.0,38.2,2.0,50.0,1,0.0
Mercedes-Benz,GLC-Class,2016,18366.0,Automatic,65012.0,Diesel,125.0,56.5,2.1,43.0,3,0.0
Volkswagen,Golf,2014,14989.0,Manual,34329.0,Diesel,20.0,67.3,2.0,88.0,3,0.0
BMW,X3,2019,32980.0,Semi-Auto,1961.0,Diesel,150.0,54.3,2.0,37.0,0,0.0
Volkswagen,Golf,2018,14782.0,Manual,18562.0,Diesel,145.0,57.7,1.6,81.0,4,0.0
Ford,Galaxy,2014,10650.0,Manual,,Diesel,150.0,52.3,1.6,51.0,2,0.0
Ford,Fiesta,2009,3695.0,Manual,45962.0,Petrol,145.0,49.6,1.2,65.0,3,0.0
Volkswagen,Arteon,2011,29450.0,Automatic,4596.0,Diesel,145.0,50.4,2.0,93.0,4,0.0
Opel,Astra,2019,12997.0,Manual,10931.0,Petrol,145.0,47.9,1.4,42.0,0,0.0
Škoda,Octavia,2018,13450.0,Manual,32127.0,Diesel,150.0,65.7,2.0,55.0,1,0.0
Hyundai,i30,2018,12700.0,Manual,8404.0,Diesel,294.8434093252618,74.3,1.6,49.0,3,0.0
Audi,A5,2019,36500.0,Automatic,500.0,Petrol,145.0,37.2,2.0,34.0,1,0.0
Ford,Ka+,2018,10699.0,Manual,2618.0,Petrol,145.0,43.5,1.2,52.0,0,0.0
Audi,A4,2015,12690.0,Manual,57729.0,Diesel,30.0,61.4,2.0,59.0,3,0.0
Opel,Viva,2016,5973.0,Manual,19090.0,Petrol,20.0,62.8,1.0,41.0,1,0.0
Hyundai,Santa Fe,2019,35995.0,Semi-Auto,6918.0,Diesel,145.0,39.2,2.2,76.0,1,0.0
BMW,1 Series,2019,20750.0,Manual,4619.0,Petrol,150.0,44.1,1.5,77.0,2,0.0
Opel,Adam,2015,7799.0,Manual,23594.0,Petrol,,52.3,1.4,61.0,4,0.0
BMW,2 Series,2020,19500.0,Automatic,4330.0,Petrol,145.0,42.2,1.5,,4,0.0
Volkswagen,Polo,2016,11695.0,Automatic,1700.0,Petrol,20.0,60.1,1.2,41.0,1,0.0
Volkswagen,Golf,2015,17290.0,Manual,16060.0,Petrol,145.0,47.1,2.0,70.0,3,0.0
Audi,A1,2015,14450.0,Automatic,41996.0,Petrol,30.0,56.5,1.4,53.0,0,0.0
Ford,Fiesta,2018,11500.0,Manual,12383.0,Petrol,145.0,65.7,1.0,94.0,3,0.0
Ford,Focus,2019,14000.0,Manual,11426.0,Petrol,150.0,58.9,1.0,46.0,2,0.0
Opel,Astra,2016,7690.0,Manual,68853.0,,20.0,72.4,,40.0,1,0.0
Audi,Q5,2017,25750.0,Automatic,17039.0,Diesel,145.0,55.4,2.0,37.0,1,0.0
Toyota,Auris,2007,1795.0,Manual,70546.0,Petrol,235.0,39.8,1.6,84.0,0,0.0
Audi,A5,2016,11000.0,Manual,77128.0,Diesel,20.0,67.3,2.0,49.0,2,0.0
Audi,A5,2019,31600.0,Automatic,12844.0,Diesel,145.0,48.7,2.0,62.0,0,0.0
Ford,,2015,8998.0,Manual,37750.0,Diesel,20.0,67.3,1.6,61.0,3,
Ford,Focus,2017,11600.0,Manual,26476.0,Petrol,,,1.0,65.0,0,0.0
Ford,Focus,2017,10491.0,Manual,15245.0,Petrol,20.0,61.4,1.0,56.0,3,0.0
Ford,EcoSport,2018,12891.0,Manual,16156.0,Petrol,145.0,54.3,1.0,64.0,0,
Mercedes-Benz,GLS-Class,2019,47980.0,Automatic,11663.0,Diesel,145.0,37.2,3.0,91.0,2,0.0
Volkswagen,Golf,2016,15998.0,Manual,27766.0,Diesel,20.0,67.3,2.0,61.0,4,0.0
Opel,Mokka X,2019,14980.0,Manual,8122.0,Diesel,145.0,50.4,1.6,87.0,1,0.0
Hyundai,i10,2018,9495.0,Semi-Auto,8392.0,Petrol,145.0,47.9,1.2,71.0,3,0.0
Ford,Fiesta,2008,3499.0,Manual,69676.0,Petrol,150.0,49.6,1.4,34.0,3,0.0
Audi,Q3,2020,37888.0,Semi-Auto,6000.0,Petrol,145.0,30.7,2.0,71.0,3,0.0
Ford,Kuga,2019,18450.0,Manual,3781.0,Petrol,145.0,39.2,1.5,75.0,3,0.0
Mercedes-Benz,C-Class,2019,19999.0,Automatic,15024.0,Diesel,,,2.1,88.0,2,0.0
Ford,Focus,2016,10495.0,Manual,8311.0,Diesel,0.0,74.3,1.5,36.0,1,0.0
Audi,Q5,2015,18995.0,Manual,29987.0,Petrol,,36.2,2.0,48.0,2,0.0
Audi,,2020,21995.0,Manual,5000.0,Diesel,145.0,56.5,2.0,94.0,4,0.0
Ford,C-MAX,2013,5975.0,Manual,50000.0,Diesel,30.0,61.4,1.6,55.0,3,0.0
BMW,X1,2020,28940.0,Semi-Auto,1550.0,Diesel,145.0,53.3,2.0,84.0,2,0.0
Mercedes-Benz,CLS-Class,2016,22450.0,Semi-Auto,39652.0,Diesel,160.0,49.6,3.0,59.0,3,0.0
Opel,Astra,2018,13999.0,Manual,9296.0,Diesel,,62.8,1.6,49.0,4,0.0
BMW,1 Series,2016,12609.0,Manual,22991.0,Diesel,20.0,72.4,1.5,86.0,0,0.0
Mercedes-Benz,C-Class,2017,24502.0,Semi-Auto,22079.0,Diesel,,67.3,2.1,93.0,1,0.0
Ford,Focus,2019,28000.0,Manual,2500.0,,,,2.3,32.0,4,0.0
Audi,Q7,2019,54950.0,Automatic,2086.0,Diesel,145.0,33.2,3.0,47.0,1,0.0
Ford,Fiesta,2015,6450.0,Manual,62190.0,Petrol,0.0,65.7,1.0,53.0,4,0.0
BMW,5 Series,2010,5970.0,Automatic,116882.0,Diesel,150.0,54.3,2.0,84.0,3,0.0
Ford,Focus,2014,7038.0,Manual,57960.0,Diesel,,,2.0,93.0,1,0.0
BMW,3 Series,2017,22998.0,Semi-Auto,25585.0,Diesel,145.0,51.4,3.0,34.0,3,0.0
Škoda,Citigo,2015,6995.0,Automatic,16878.0,Petrol,20.0,64.2,1.0,93.0,4,0.0
Audi,A6,2016,16990.0,Manual,35421.0,Diesel,30.0,64.2,2.0,87.0,2,0.0
Opel,Grandland X,2019,19000.0,Manual,2337.0,Diesel,145.0,56.5,1.5,55.0,4,0.0
Opel,Mokka,2016,9491.0,Manual,22460.0,Petrol,165.0,44.8,1.4,50.0,0,0.0
Toyota,Yaris,2000,2695.0,Automatic,21000.0,Petrol,160.0,42.9,1.3,42.0,0,0.0
BMW,1 Series,2017,14940.0,Manual,13000.0,Petrol,150.0,52.3,1.5,92.0,0,0.0
BMW,X1,2019,26280.0,Semi-Auto,3646.0,Petrol,145.0,48.7,2.0,99.0,2,0.0
Toyota,CH-R,2017,19298.0,Automatic,27893.0,Hybrid,135.0,74.3,1.8,62.0,2,0.0
Ford,Kuga,2017,15086.0,Manual,40198.0,Diesel,145.0,64.2,1.5,64.0,2,0.0
Ford,Focus,2019,17500.0,Manual,7876.0,,150.0,49.6,1.0,45.0,1,0.0
Volkswagen,Polo,2016,9700.0,Manual,12280.0,Petrol,20.0,60.1,1.2,80.0,0,0.0
Ford,Focus,2019,17750.0,Manual,4827.0,Petrol,145.0,60.1,1.0,63.0,4,0.0
Mercedes-Benz,C-Class,2017,20499.0,Automatic,12040.0,Hybrid,135.0,,2.0,40.0,1,0.0
Mercedes-Benz,E-Class,2019,23690.0,Semi-Auto,14077.0,Diesel,145.0,,2.0,83.0,0,0.0
Opel,Mokka X,2017,9701.0,Manual,25603.0,Petrol,150.0,47.1,,59.0,1,
Opel,Corsa,2019,7950.0,Manual,8291.0,Petrol,145.0,43.5,1.4,79.0,0,0.0
Hyundai,Tucson,2017,16298.0,Semi-Auto,38763.0,Diesel,145.0,57.7,1.7,48.0,3,0.0
Ford,Focus,2017,14998.0,Manual,32511.0,Petrol,150.0,41.5,2.0,66.0,0,0.0
Mercedes-Benz,C-Class,2018,33490.0,Automatic,22000.0,Petrol,150.0,29.4,3.0,41.0,1,0.0
Opel,Mokka,2015,8798.0,Manual,32634.0,Petrol,160.0,44.8,1.4,60.0,3,0.0
Ford,Focus,2019,13989.0,Manual,14413.0,Petrol,145.0,58.9,1.0,42.0,4,0.0
Volkswagen,Polo,2016,8999.0,Manual,40710.0,Petrol,20.0,60.1,1.2,92.0,2,0.0
Opel,Mokka X,2019,13498.0,Manual,5895.0,Petrol,,39.2,1.4,53.0,2,0.0
Opel,Zafira,2013,7200.0,Automatic,46682.0,Diesel,200.0,48.7,2.0,65.0,1,0.0
Ford,Focus,2016,12792.0,Manual,29229.0,,20.0,67.3,2.0,95.0,4,0.0
Mercedes-Benz,CLS-Class,2019,42849.0,Semi-Auto,15674.0,Diesel,145.0,9.429178950613696,2.9,99.0,4,0.0
Ford,Focus,2019,21570.0,Automatic,8566.0,Diesel,,,2.0,75.0,2,0.0
Ford,Fiesta,2017,9750.0,Manual,13281.0,Petrol,145.0,65.7,1.0,44.0,0,0.0
Opel,Insignia,2018,15490.0,Automatic,10000.0,Petrol,145.0,47.1,1.5,77.0,1,0.0
Audi,,2017,25300.0,Semi-Auto,21212.0,Petrol,145.0,40.4,2.0,80.0,2,0.0
Mercedes-Benz,C-Class,2019,24736.0,Semi-Auto,10605.0,Diesel,,,2.0,73.0,3,0.0
Volkswagen,Tiguan,2017,18990.0,Manual,23823.0,Diesel,165.0,50.4,2.0,37.0,0,0.0
Toyota,Yaris,2014,8475.0,Automatic,51275.0,Hybrid,0.0,80.7,,60.0,0,0.0
Ford,Fiesta,2019,12000.0,Manual,12201.0,Petrol,145.0,56.5,1.0,43.0,0,0.0
Mercedes-Benz,A-Class,2015,12519.0,Automatic,32259.0,Petrol,30.0,,1.6,90.0,0,0.0
BMW,3 Series,2019,33480.0,Automatic,1000.0,Diesel,145.0,50.4,2.0,47.0,3,0.0
Hyundai,i30,2019,13980.0,Manual,11879.0,Petrol,145.0,45.6,1.0,46.0,3,0.0
Audi,Q5,2015,17999.0,Manual,36435.0,Diesel,200.0,47.9,2.0,80.0,1,0.0
Audi,A4,2024,14900.0,Automatic,30100.0,Petrol,165.0,45.6,2.0,76.0,4,0.0
Opel,GTC,2016,7998.0,Manual,38330.0,Petrol,160.0,47.1,1.4,99.0,3,0.0
Audi,Q3,2018,19100.0,Automatic,42209.0,Petrol,145.0,42.2,2.0,,1,0.0
BMW,X1,2015,16900.0,Semi-Auto,42530.0,Diesel,125.0,57.6,2.0,39.0,0,0.0
Ford,Focus,2020,20390.0,Automatic,5750.0,Diesel,145.0,74.3,1.5,42.0,2,0.0
Hyundai,Tucson,2018,15691.0,Manual,9046.0,Petrol,145.0,44.8,1.6,37.0,1,0.0
Ford,Fiesta,2016,8698.0,Manual,38830.0,Petrol,0.0,65.7,1.0,44.0,4,0.0
Audi,TT,2016,24000.0,Semi-Auto,,Petrol,205.0,40.9,2.0,76.0,2,0.0
Opel,Mokka X,2018,13795.0,Manual,3132.0,Petrol,145.0,,1.4,73.0,4,0.0
Mercedes-Benz,GL-Class,2018,17999.0,Manual,24600.0,Petrol,145.0,48.7,1.6,40.0,2,0.0
Ford,Focus,2009,2991.0,Manual,89969.0,Petrol,205.0,42.2,1.6,82.0,1,0.0
Ford,Focus,2009,2495.0,Manual,107000.0,Petrol,,,1.6,97.0,1,0.0
Škoda,Fabia,2017,8799.0,Manual,13645.0,Petrol,145.0,64.2,1.0,37.0,2,0.0
BMW,3 Series,2016,13498.0,Semi-Auto,45341.0,Diesel,0.0,74.3,2.0,57.0,1,0.0
Opel,Astra,2016,7995.0,Manual,24000.0,Petrol,125.0,51.4,1.4,43.0,4,0.0
