carID,Brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize,paintQuality%,previousOwners,hasDamage,model_engine_freq,y_true,y_pred,residual,abs_residual
49109,Škoda,Fabia,2018.0,Manual,13638.0,Petrol,150.0,64.2,1.0,82.0,4.0,0.0,6.501289670540389,8420.0,9269.672,-849.671875,849.671875
64223,Opel,Mokka X,2019.0,Manual,12523.0,Petrol,145.0,39.2,1.4,51.0,0.0,0.0,7.002155954403621,14399.0,13549.378,849.6220703125,849.6220703125
48433,Škoda,Yeti Outdoor,2017.0,Semi-Auto,25952.0,Petrol,125.0,,1.2,74.0,2.0,0.0,5.3981627015177525,14490.0,13640.386,849.6142578125,849.6142578125
36763,Mercedes-Benz,C-Class,2007.0,Automatic,50500.0,Petrol,,,1.8,76.0,1.0,0.0,3.4657359027997265,5995.0,5145.391,849.60888671875,849.60888671875
36380,Mercedes-Benz,C-Class,2016.0,Semi-Auto,26428.0,Diesel,30.0,64.2,2.1,88.0,0.0,0.0,7.473637108496206,18799.0,17949.393,849.607421875,849.607421875
65716,Volkswagen,Golf,2015.0,Manual,18591.0,Petrol,30.0,53.3,,96.0,2.0,0.0,0.0,11498.0,12347.565,-849.5654296875,849.5654296875
37659,Mercedes-Benz,A-Class,2017.0,Manual,29785.0,Diesel,145.0,68.9,1.5,57.0,1.0,0.0,6.481577129276431,15892.0,15042.438,849.5615234375,849.5615234375
69821,Volkswagen,Golf,2017.0,Automatic,23597.0,Diesel,145.0,57.7,2.0,78.0,4.0,0.0,7.155396301896734,18499.0,17649.453,849.546875,849.546875
52799,Toyota,Aygo,2017.0,Semi-Auto,10559.0,Petrol,145.0,67.3,1.0,30.0,4.0,0.0,7.200424892944957,9298.0,10147.541,-849.541015625,849.541015625
14607,BMW,X6,2019.0,Semi-Auto,2055.0,Diesel,145.0,34.9,3.0,81.0,3.0,0.0,4.23410650459726,56995.0,57844.523,-849.5234375,849.5234375
16463,Ford,Grand C-MAX,2015.0,Manual,30858.0,Petrol,30.0,54.3,1.0,41.0,0.0,0.0,3.9512437185814275,9975.0,9125.5,849.5,849.5
65971,Volkswagen,Polo,2020.0,Manual,1000.0,Petrol,150.0,48.7,1.0,80.0,0.0,0.0,6.953684210870537,14980.0,15829.488,-849.48828125,849.48828125
73112,Volkswagen,Polo,2017.0,Manual,17580.0,Petrol,145.0,60.1,1.2,,4.0,0.0,6.70073110954781,10177.0,11026.458,-849.4580078125,849.4580078125
57185,Opel,Astra,2018.0,Manual,32259.0,Petrol,145.0,52.3,1.4,87.0,3.0,0.0,6.7661917146603505,9699.0,10548.442,-849.4423828125,849.4423828125
66170,Volkswagen,Tiguan,2016.0,Manual,19732.0,,165.0,,2.0,99.0,0.0,0.0,6.901737206656574,16444.0,17293.377,-849.376953125,849.376953125
63894,Opel,Astra,2018.0,Manual,31424.0,Petrol,140.0,51.4,1.4,46.0,4.0,0.0,6.7661917146603505,11500.0,10650.639,849.361328125,849.361328125
50019,Škoda,Yeti,,Semi-Auto,22200.0,Petrol,125.0,51.4,1.2,82.0,0.0,0.0,4.127134385045092,13999.0,13149.76,849.240234375,849.240234375
18160,Ford,Fiesta,2013.0,Manual,52431.0,Petrol,0.0,65.7,1.0,84.0,3.0,0.0,7.952263308657046,6998.0,6148.7627,849.2373046875,849.2373046875
23689,Ford,Fiesta,2017.0,Manual,8761.0,Petrol,150.0,54.3,1.2,70.0,1.0,0.0,6.416732282512326,8995.0,9844.191,-849.19140625,849.19140625
39872,Mercedes-Benz,GLC-Class,2019.0,Semi-Auto,4086.0,Petrol,145.0,43.5,2.0,78.0,2.0,0.0,5.342334251964811,31649.0,32498.125,-849.125,849.125
57520,Opel,Mokka X,2018.0,Manual,32078.0,Petrol,145.0,39.2,1.4,42.0,3.0,0.0,7.002155954403621,10700.0,11549.066,-849.06640625,849.06640625
163,Audi,A4,2018.0,Manual,13811.0,Petrol,145.0,52.3,1.4,71.0,4.0,0.0,4.770684624465665,17700.0,18549.055,-849.0546875,849.0546875
26691,Ford,Focus,2015.0,Manual,63117.0,Diesel,0.0,74.3,1.5,39.0,1.0,0.0,7.485491608030754,8160.0,7310.993,849.0068359375,849.0068359375
69837,Volkswagen,T-Roc,2020.0,Manual,1843.0,Petrol,,44.1,1.0,56.0,4.0,0.0,4.204692619390966,20999.0,20150.012,848.98828125,848.98828125
50098,Škoda,Superb,2018.0,Automatic,16445.0,Petrol,150.0,53.3,1.4,96.0,2.0,0.0,3.970291913552122,18441.0,17592.014,848.986328125,848.986328125
25637,Ford,Galaxy,2016.0,Manual,39886.0,Diesel,125.0,56.5,2.0,91.0,3.0,0.0,4.875197323201151,15899.0,16747.959,-848.958984375,848.958984375
24791,Ford,,2013.0,Manual,60143.0,Petrol,0.0,65.7,1.0,69.0,4.0,0.0,0.0,5989.0,5140.054,848.94580078125,848.94580078125
55708,Toyota,Aygo,,Manual,39925.0,Petrol,0.0,69.0,1.0,69.0,0.0,0.0,7.200424892944957,5600.0,6448.9316,-848.931640625,848.931640625
10368,BMW,3 Series,2016.0,Semi-Auto,21804.0,Diesel,125.0,,2.0,93.0,2.0,0.0,7.158513997329321,17490.0,18338.92,-848.919921875,848.919921875
40840,Mercedes-Benz,C-Class,2016.0,Automatic,49586.0,Diesel,20.0,64.2,2.1,91.0,0.0,0.0,7.473637108496206,15399.0,14550.109,848.890625,848.890625
56090,Opel,Insignia,2011.0,Manual,61000.0,Diesel,165.0,52.3,2.0,33.0,4.0,0.0,5.6937321388027,3450.0,4298.8477,-848.84765625,848.84765625
7989,BMW,5 Series,2015.0,Automatic,106000.0,Diesel,160.0,51.4,2.0,,0.0,0.0,6.317164686747284,11700.0,12548.775,-848.775390625,848.775390625
41055,Mercedes-Benz,A-Class,2017.0,Manual,8213.0,Diesel,145.0,68.9,1.5,58.0,0.0,0.0,6.481577129276431,15999.0,16847.703,-848.703125,848.703125
58351,Opel,Insignia,2018.0,Automatic,36832.0,Diesel,145.0,51.4,2.0,39.0,4.0,0.0,5.6937321388027,14599.0,15447.696,-848.6962890625,848.6962890625
59089,Opel,Astra,2016.0,Manual,30587.0,Petrol,125.0,51.4,1.4,99.0,0.0,0.0,6.7661917146603505,9498.0,8649.319,848.6806640625,848.6806640625
1869,Audi,A4,2017.0,Automatic,40378.0,Diesel,145.0,55.4,3.0,41.0,4.0,0.0,4.394449154672439,23490.0,22641.33,848.669921875,848.669921875
68693,Volkswagen,Caddy Maxi Life,2019.0,Semi-Auto,9277.0,Diesel,145.0,54.3,2.0,30.0,1.0,0.0,3.713572066704308,18795.0,19643.531,-848.53125,848.53125
56237,Opel,Mokka X,2019.0,Manual,8227.0,Petrol,145.0,47.1,1.4,56.0,2.0,0.0,7.002155954403621,15398.0,14549.471,848.529296875,848.529296875
46522,Mercedes-Benz,E-Class,2016.0,Semi-Auto,48643.0,Diesel,125.0,58.9,2.1,45.0,3.0,0.0,5.241747015059643,17450.0,16601.475,848.525390625,848.525390625
12232,BMW,7 Series,2018.0,Semi-Auto,17192.0,Petrol,145.0,35.3,4.4,95.0,2.0,0.0,1.6094379124341003,36450.0,37298.504,-848.50390625,848.50390625
730,Audi,Q3,2018.0,Semi-Auto,13746.0,Petrol,145.0,48.7,1.4,91.0,4.0,0.0,5.187385805840755,25000.0,24151.52,848.48046875,848.48046875
34991,Mercedes-Benz,C-Class,2008.0,Automatic,104000.0,Diesel,210.0,42.2,2.1,62.0,4.0,0.0,7.473637108496206,3995.0,3146.5703,848.4296875,848.4296875
49554,Škoda,Octavia,2019.0,Semi-Auto,4889.0,Diesel,150.0,72.4,1.6,51.0,3.0,0.0,5.627621113690637,15290.0,16138.423,-848.4228515625,848.4228515625
30575,Ford,Focus,,Manual,27193.0,Diesel,,,1.5,91.0,0.0,0.0,7.485491608030754,9998.0,10846.417,-848.4169921875,848.4169921875
3533,Audi,Q3,2016.0,Semi-Auto,39775.0,Diesel,,50.4,2.0,,2.0,0.0,6.4425401664681985,19990.0,19141.584,848.416015625,848.416015625
62431,Opel,Crossland X,2019.0,Manual,18507.0,Petrol,145.0,44.8,1.2,88.0,2.0,0.0,5.91350300563827,13299.0,12450.685,848.3154296875,848.3154296875
60392,Opel,Astra,2016.0,Manual,69960.0,Diesel,0.0,78.5,1.6,75.0,0.0,0.0,6.3561076606958915,6399.0,7247.2925,-848.29248046875,848.29248046875
50447,Škoda,Citigo,2016.0,Manual,14691.0,,20.0,64.2,1.0,88.0,3.0,0.0,5.733341276897746,7750.0,6901.7354,848.2646484375,848.2646484375
20850,Ford,Focus,2017.0,Manual,53457.0,Diesel,150.0,74.3,1.5,82.0,1.0,0.0,7.485491608030754,10250.0,9401.781,848.21875,848.21875
60540,Opel,Corsa,2016.0,Manual,11000.0,Petrol,30.0,55.4,1.4,65.0,0.0,0.0,7.526178913346146,6890.0,7738.202,-848.2021484375,848.2021484375
38542,Mercedes-Benz,A-Class,2018.0,,24969.0,Diesel,145.0,70.6,2.1,32.0,2.0,0.0,5.529429087511423,15799.0,16647.186,-848.185546875,848.185546875
26006,Ford,Focus,2017.0,Manual,12260.0,Petrol,145.0,60.1,1.0,51.0,2.0,0.0,8.074960359115858,11795.0,10946.852,848.1484375,848.1484375
52502,Toyota,Aygo,2017.0,Manual,6628.0,Petrol,0.0,68.9,1.0,36.0,2.0,0.0,7.200424892944957,8491.0,7642.8604,848.1396484375,848.1396484375
23580,Ford,,2017.0,Manual,27755.0,Petrol,20.0,,1.0,78.0,1.0,0.0,0.0,9995.0,9146.866,848.1337890625,848.1337890625
66880,Volkswagen,Passat,2017.0,Manual,18141.0,Diesel,145.0,68.9,2.0,78.0,4.0,0.0,5.916202062607435,15995.0,15146.912,848.087890625,848.087890625
14216,BMW,3 Series,2013.0,Automatic,102000.0,Diesel,,62.8,2.0,64.0,4.0,0.0,7.158513997329321,8980.0,9828.055,-848.0546875,848.0546875
28312,Ford,Focus,2019.0,Automatic,12325.0,Petrol,145.0,41.5,1.0,54.0,3.0,0.0,8.074960359115858,16498.0,15649.967,848.033203125,848.033203125
63738,Opel,Corsa,2015.0,Manual,34037.0,Petrol,125.0,,1.4,87.0,4.0,0.0,7.526178913346146,6732.0,5883.9688,848.03125,848.03125
24156,Ford,Fiesta,2016.0,Manual,24490.0,Petrol,20.0,62.8,1.0,98.0,4.0,0.0,7.952263308657046,8568.0,9415.934,-847.93359375,847.93359375
71111,Volkswagen,Up,2017.0,Manual,9500.0,Petrol,145.0,60.1,1.0,88.0,4.0,0.0,6.3561076606958915,8990.0,8142.0728,847.92724609375,847.92724609375
33202,Hyundai,ix35,2015.0,Manual,59629.0,Diesel,150.0,53.3,1.7,66.0,0.0,0.0,3.8918202981106265,8495.0,9342.917,-847.9169921875,847.9169921875
2720,Audi,A1,2017.0,Manual,21054.0,Petrol,,58.9,1.4,75.0,3.0,0.0,5.891644211825771,14761.0,13913.087,847.9130859375,847.9130859375
44083,Mercedes-Benz,B-Class,2019.0,Semi-Auto,2489.0,Diesel,145.0,55.4,2.0,85.0,2.0,0.0,4.700480365792417,26399.0,25551.098,847.90234375,847.90234375
63215,Opel,Insignia,2018.0,Manual,35607.0,Diesel,145.0,53.3,,95.0,3.0,0.0,0.0,12995.0,13842.883,-847.8828125,847.8828125
25867,Ford,Focus,2015.0,Manual,47799.0,Diesel,,,1.5,84.0,0.0,0.0,7.485491608030754,8763.0,7915.1914,847.80859375,847.80859375
16003,Ford,Focus,2019.0,,419.0,Petrol,145.0,34.5,2.3,88.0,0.0,0.0,4.770684624465665,26500.0,25652.207,847.79296875,847.79296875
30141,Ford,,2017.0,Manual,18018.0,Diesel,125.0,60.1,2.0,58.0,4.0,0.0,0.0,14145.0,14992.767,-847.7666015625,847.7666015625
63529,Opel,Astra,2016.0,Manual,28655.0,Petrol,20.0,64.2,1.0,34.0,2.0,0.0,5.181783550292085,8200.0,9047.752,-847.751953125,847.751953125
61726,Opel,Viva,2018.0,,11178.0,Petrol,145.0,46.3,1.0,64.0,2.0,0.0,5.723585101952381,6290.0,7137.6953,-847.6953125,847.6953125
51638,Toyota,Aygo,2019.0,Manual,2438.0,Petrol,145.0,56.5,1.0,40.0,1.0,0.0,7.200424892944957,8690.0,9537.646,-847.646484375,847.646484375
25230,Ford,Focus,2019.0,,6175.0,Petrol,145.0,60.1,1.0,80.0,0.0,0.0,8.074960359115858,15340.0,14492.385,847.615234375,847.615234375
61098,Opel,Adam,2019.0,Manual,2018.0,Petrol,145.0,44.8,1.2,55.0,3.0,0.0,5.4510384535657,9617.0,10464.6,-847.599609375,847.599609375
3784,Audi,A4,2016.0,Semi-Auto,56767.0,Diesel,20.0,67.3,2.0,47.0,4.0,0.0,6.56244409369372,14298.0,15145.598,-847.59765625,847.59765625
30878,Ford,Focus,2016.0,Manual,35286.0,Diesel,0.0,74.3,1.5,39.0,1.0,0.0,7.485491608030754,9995.0,9147.433,847.5673828125,847.5673828125
62126,Opel,Insignia,2016.0,Automatic,35469.0,Diesel,125.0,60.1,1.6,55.0,1.0,0.0,5.3706380281276624,9500.0,10347.535,-847.53515625,847.53515625
58916,Opel,Adam,2018.0,Manual,170.0,Petrol,145.0,,1.2,51.0,4.0,0.0,5.4510384535657,9495.0,10342.504,-847.50390625,847.50390625
58133,Opel,Mokka X,2017.0,Manual,30141.0,Petrol,200.0,42.2,1.6,56.0,0.0,0.0,5.652489180268651,10295.0,9447.526,847.4736328125,847.4736328125
17017,Ford,Focus,2016.0,Automatic,10202.0,Petrol,145.0,46.3,1.5,38.0,3.0,0.0,7.485491608030754,13395.0,12547.555,847.4453125,847.4453125
45842,Mercedes-Benz,C-Class,2019.0,Semi-Auto,1000.0,Diesel,,,2.0,91.0,2.0,0.0,7.529943370601589,31609.0,32456.436,-847.435546875,847.435546875
71285,Volkswagen,Golf,2019.0,Automatic,8911.0,Petrol,150.0,37.7,2.0,72.0,1.0,0.0,7.155396301896734,27989.0,28836.395,-847.39453125,847.39453125
56728,Opel,Astra,2016.0,Automatic,10400.0,Petrol,125.0,51.4,1.4,33.0,1.0,0.0,6.7661917146603505,10490.0,11337.383,-847.3828125,847.3828125
33179,Hyundai,Tucson,2018.0,Manual,16492.0,Diesel,150.0,61.7,1.7,71.0,2.0,0.0,5.968707559985366,13985.0,14832.351,-847.3505859375,847.3505859375
56937,Opel,Mokka X,2019.0,Manual,4.0,Petrol,145.0,39.2,1.4,85.0,4.0,0.0,7.002155954403621,15999.0,15151.651,847.3486328125,847.3486328125
30838,Ford,Mondeo,2016.0,Manual,47635.0,Diesel,0.0,78.5,1.5,43.0,3.0,0.0,4.304065093204169,10499.0,9651.669,847.3310546875,847.3310546875
28809,Ford,Focus,2017.0,Manual,17998.0,Diesel,,,1.5,58.0,2.0,0.0,7.485491608030754,12498.0,11650.805,847.1953125,847.1953125
22219,Ford,Fiesta,2017.0,Semi-Auto,3545.0,Petrol,30.0,57.7,1.0,61.0,1.0,0.0,7.952263308657046,10498.0,11345.127,-847.126953125,847.126953125
39983,Mercedes-Benz,CLS-Class,2014.0,Semi-Auto,42980.0,Diesel,,54.3,2.1,85.0,4.0,0.0,3.713572066704308,16990.0,17837.12,-847.119140625,847.119140625
49729,Škoda,Fabia,2017.0,Semi-Auto,15170.0,Petrol,145.0,,1.0,88.0,3.0,0.0,6.501289670540389,10580.0,11427.106,-847.1064453125,847.1064453125
66246,Volkswagen,CC,2014.0,Manual,11980.0,Diesel,125.0,58.9,2.0,52.0,2.0,0.0,4.02535169073515,12400.0,11552.899,847.1005859375,847.1005859375
64519,Opel,Zafira,2015.0,Manual,25000.0,Petrol,205.0,42.2,1.4,39.0,3.0,0.0,5.659482215759621,8995.0,9842.041,-847.041015625,847.041015625
41617,Mercedes-Benz,E-Class,2016.0,Semi-Auto,24242.0,Diesel,20.0,72.4,2.0,76.0,0.0,0.0,6.665683717782408,20049.0,19202.033,846.966796875,846.966796875
26082,Ford,Focus,2018.0,Manual,13892.0,,,,1.5,65.0,0.0,0.0,7.485491608030754,13220.0,14066.941,-846.94140625,846.94140625
8105,BMW,5 Series,2019.0,Automatic,123.0,Petrol,145.0,50.4,2.0,38.0,3.0,0.0,6.317164686747284,29830.0,30676.932,-846.931640625,846.931640625
30612,Ford,Focus,2014.0,Manual,57960.0,Diesel,,,2.0,93.0,1.0,0.0,7.00033446027523,7038.0,7884.9233,-846.92333984375,846.92333984375
51160,Toyota,Auris,2009.0,Manual,91379.0,Petrol,150.0,48.7,1.3,88.0,2.0,0.0,1.9459101490553132,2991.0,2144.1387,846.861328125,846.861328125
53399,Toyota,Prius,2019.0,Automatic,3650.0,Hybrid,140.0,,1.8,98.0,4.0,0.0,5.049856007249537,27999.0,28845.83,-846.830078125,846.830078125
8554,BMW,2 Series,2019.0,Automatic,10000.0,Petrol,145.0,47.9,2.0,31.0,0.0,0.0,6.066108090103747,21491.0,20644.195,846.8046875,846.8046875
66183,Volkswagen,Polo,2017.0,Manual,29160.0,Petrol,150.0,60.1,1.2,96.0,0.0,,6.70073110954781,9991.0,10837.803,-846.802734375,846.802734375
46697,Mercedes-Benz,E-Class,2019.0,Semi-Auto,13319.0,Diesel,145.0,72.4,2.0,46.0,0.0,0.0,6.665683717782408,25780.0,26626.79,-846.7890625,846.7890625
21251,Ford,Focus,2016.0,Manual,39417.0,Diesel,0.0,74.3,1.5,34.0,2.0,0.0,7.485491608030754,10000.0,9153.254,846.74609375,846.74609375
51665,Toyota,Aygo,2018.0,Manual,9895.0,Petrol,145.0,68.9,1.0,59.0,3.0,0.0,7.200424892944957,8595.0,7748.2686,846.7314453125,846.7314453125
61547,Opel,Insignia,2017.0,Manual,30681.0,Diesel,145.0,54.3,2.0,48.0,1.0,0.0,5.6937321388027,11650.0,12496.725,-846.724609375,846.724609375
27654,Ford,Focus,2007.0,Manual,74500.0,Petrol,,,1.8,,1.0,0.0,3.091042453358316,1850.0,2696.6929,-846.69287109375,846.69287109375
75897,Volkswagen,Up,2013.0,Manual,40688.0,Petrol,20.0,62.8,1.0,39.0,4.0,0.0,6.3561076606958915,4298.0,5144.6846,-846.6845703125,846.6845703125
61745,Opel,Corsa,2017.0,Manual,8691.0,Petrol,145.0,54.4,1.4,83.0,1.0,0.0,7.526178913346146,8950.0,8103.3203,846.6796875,846.6796875
42521,Mercedes-Benz,C-Class,,Manual,25820.0,Petrol,125.0,53.3,2.0,83.0,3.0,0.0,7.529943370601589,14307.0,15153.602,-846.6015625,846.6015625
42109,Mercedes-Benz,GLA-Class,2016.0,Semi-Auto,24955.0,Diesel,20.0,64.2,2.1,47.0,3.0,0.0,6.016157159698354,16350.0,17196.57,-846.5703125,846.5703125
58658,Opel,Zafira,2017.0,Automatic,8616.0,Petrol,145.0,40.9,1.4,31.0,2.0,0.0,5.659482215759621,12999.0,13845.523,-846.5234375,846.5234375
59900,Opel,Viva,2017.0,Manual,13159.0,Petrol,150.0,62.8,1.0,61.0,2.0,0.0,5.723585101952381,7498.0,6651.7075,846.29248046875,846.29248046875
56179,Opel,Astra,2017.0,Manual,30814.0,Petrol,145.0,51.4,1.4,73.0,4.0,0.0,6.7661917146603505,10500.0,9653.722,846.2783203125,846.2783203125
10760,BMW,3 Series,2016.0,,27146.0,Diesel,150.0,56.5,3.0,73.0,0.0,0.0,5.752572638825633,17498.0,18344.273,-846.2734375,846.2734375
33410,Hyundai,i20,2019.0,Manual,3826.0,Petrol,145.0,,1.0,87.0,1.0,0.0,3.9889840465642745,10970.0,11816.249,-846.2490234375,846.2490234375
33206,Hyundai,Tucson,2016.0,Manual,18210.0,Diesel,125.0,16.35015250273762,2.0,90.0,3.0,0.0,4.499809670330265,17298.0,16451.77,846.23046875,846.23046875
11557,BMW,X5,2019.0,Semi-Auto,5881.0,Diesel,150.0,37.7,3.0,32.0,2.0,0.0,5.594711379601839,49980.0,50826.223,-846.22265625,846.22265625
30276,Ford,Fiesta,2017.0,Manual,37052.0,Petrol,125.0,,1.2,79.0,3.0,0.0,6.416732282512326,6900.0,7746.148,-846.14794921875,846.14794921875
58936,Opel,Corsa,2014.0,Manual,42805.0,Petrol,125.0,51.4,1.2,90.0,1.0,0.0,5.765191102784844,5700.0,4853.898,846.10205078125,846.10205078125
16725,Ford,Kuga,2017.0,Manual,34938.0,Diesel,145.0,54.3,2.0,61.0,2.0,0.0,6.816735880594968,14500.0,15346.079,-846.0791015625,846.0791015625
638,Audi,Q3,2019.0,Automatic,16001.0,Petrol,145.0,31.7,2.0,34.0,0.0,0.0,6.4425401664681985,29000.0,29846.031,-846.03125,846.03125
52166,Toyota,Aygo,2019.0,Manual,7212.0,Petrol,150.0,56.5,1.0,91.0,4.0,0.0,7.200424892944957,8998.0,9844.003,-846.0029296875,846.0029296875
59245,Opel,Corsa,2019.0,Manual,11629.0,Petrol,145.0,43.5,,89.0,3.0,0.0,0.0,8800.0,9646.0,-846.0,846.0
30987,Ford,Fiesta,2019.0,Manual,2803.0,Petrol,145.0,58.9,1.0,81.0,1.0,0.0,7.952263308657046,13200.0,14045.988,-845.98828125,845.98828125
32048,Hyundai,Tucson,2017.0,Manual,24263.0,Diesel,30.0,61.7,1.7,40.0,2.0,0.0,5.968707559985366,12998.0,13843.966,-845.9658203125,845.9658203125
58922,Opel,Adam,2018.0,Manual,11010.0,Petrol,145.0,53.3,1.2,32.0,4.0,0.0,5.4510384535657,8599.0,9444.949,-845.94921875,845.94921875
61833,Opel,Astra,2016.0,Manual,35970.0,,0.0,78.5,1.6,36.0,4.0,0.0,6.3561076606958915,8600.0,9445.922,-845.921875,845.921875
23534,Ford,Focus,2014.0,,29352.0,Diesel,,,1.6,66.0,0.0,0.0,6.113682179832232,7495.0,8340.922,-845.921875,845.921875
74047,Volkswagen,Tiguan,2019.0,Manual,15323.0,Petrol,145.0,40.9,1.5,54.0,1.0,0.0,4.23410650459726,19798.0,20643.92,-845.919921875,845.919921875
25510,Ford,Fiesta,2013.0,Manual,36700.0,Petrol,0.0,65.7,1.0,71.0,1.0,0.0,7.952263308657046,7495.0,6649.0815,845.91845703125,845.91845703125
63416,Opel,Insignia,2014.0,Manual,93000.0,Diesel,30.0,65.7,2.0,45.0,4.0,0.0,5.6937321388027,6495.0,5649.1143,845.8857421875,845.8857421875
61903,Opel,Crossland X,2019.0,Manual,7500.0,Petrol,145.0,44.8,1.2,95.0,2.0,0.0,5.91350300563827,12480.0,13325.846,-845.845703125,845.845703125
65182,Opel,Corsa,2019.0,Manual,4915.0,Petrol,145.0,43.5,1.4,39.0,1.0,0.0,7.526178913346146,11495.0,10649.176,845.82421875,845.82421875
53995,Toyota,CH-R,2018.0,Manual,26930.0,Petrol,145.0,47.1,1.2,57.0,3.0,0.0,4.3694478524670215,15570.0,16415.814,-845.814453125,845.814453125
23332,Ford,Focus,2013.0,Manual,44000.0,Petrol,,,1.0,96.0,4.0,0.0,8.074960359115858,6250.0,7095.7793,-845.779296875,845.779296875
9866,BMW,1 Series,2014.0,Manual,42574.0,Diesel,30.0,64.2,2.0,85.0,,0.0,6.26530121273771,10985.0,10139.23,845.76953125,845.76953125
14726,BMW,5 Series,2017.0,Automatic,54678.0,Diesel,125.0,60.1,2.0,40.0,2.0,0.0,6.317164686747284,16490.0,17335.719,-845.71875,845.71875
74562,Volkswagen,Tiguan,2017.0,Semi-Auto,15484.0,Petrol,145.0,38.2,2.0,1.7694736373257314,3.0,0.0,6.901737206656574,25999.0,25153.342,845.658203125,845.658203125
33199,Hyundai,i30,2014.0,Manual,39260.0,Petrol,160.0,44.1,1.6,64.0,3.0,0.0,5.10594547390058,6800.0,7645.594,-845.59423828125,845.59423828125
31927,Hyundai,i20,2017.0,Manual,29804.0,Petrol,30.0,58.9,1.2,92.0,2.0,0.0,5.459585514144159,7599.0,8444.527,-845.52734375,845.52734375
11949,BMW,3 Series,2016.0,Manual,101930.0,Diesel,20.0,72.4,2.0,74.0,3.0,0.0,7.158513997329321,8695.0,9540.521,-845.521484375,845.521484375
20227,Ford,Focus,2013.0,Automatic,22488.0,Petrol,160.0,44.1,1.6,61.0,,0.0,6.113682179832232,6899.0,7744.456,-845.4560546875,845.4560546875
13945,BMW,4 Series,2017.0,Automatic,53639.0,Diesel,145.0,70.6,2.0,80.0,0.0,0.0,6.198478716492308,14000.0,14845.398,-845.3984375,845.3984375
42965,Mercedes-Benz,A-Class,2020.0,Automatic,2000.0,Diesel,145.0,47.9,1.5,66.0,1.0,0.0,6.481577129276431,26498.0,27343.31,-845.310546875,845.310546875
40232,Mercedes-Benz,CL-Class,2015.0,Manual,29901.0,Petrol,125.0,50.4,1.6,37.0,4.0,0.0,4.02535169073515,15998.0,15152.691,845.30859375,845.30859375
22959,Ford,Focus,2017.0,Manual,17343.0,Petrol,,,2.0,98.0,1.0,0.0,7.00033446027523,16997.0,16151.788,845.2119140625,845.2119140625
39409,Mercedes-Benz,GLC-Class,2020.0,Semi-Auto,5538.0,Diesel,150.0,40.9,2.0,85.0,3.0,0.0,5.342334251964811,37998.0,37152.805,845.1953125,845.1953125
57843,Opel,Mokka,2017.0,Manual,24369.0,Diesel,145.0,70.6,1.6,88.0,1.0,0.0,5.545177444479562,11495.0,12340.195,-845.1953125,845.1953125
2157,Audi,A3,2019.0,Semi-Auto,2470.0,Petrol,150.0,34.9,2.0,53.0,0.0,0.0,6.075346031088684,32900.0,32054.809,845.19140625,845.19140625
46971,Škoda,Yeti Outdoor,2016.0,Manual,47513.0,Diesel,30.0,62.8,2.0,42.0,2.0,0.0,4.553876891600541,10995.0,10149.835,845.1650390625,845.1650390625
17814,Ford,Focus,2018.0,Manual,13905.0,Petrol,,,1.0,30.0,3.0,0.0,8.074960359115858,13298.0,12452.941,845.05859375,845.05859375
32738,Hyundai,i30,2016.0,Manual,34443.0,Diesel,0.0,78.4,,84.0,1.0,,0.0,9000.0,8154.9585,845.04150390625,845.04150390625
51987,Toyota,Aygo,2017.0,Semi-Auto,9500.0,Petrol,145.0,67.3,1.0,91.0,1.0,0.0,7.200424892944957,8995.0,9839.995,-844.9951171875,844.9951171875
9701,BMW,2 Series,2019.0,Manual,110.0,Petrol,145.0,52.3,1.5,70.0,1.0,0.0,5.855071922202427,20750.0,21594.986,-844.986328125,844.986328125
19749,Ford,Focus,2019.0,Manual,8581.0,Petrol,145.0,58.9,1.0,51.0,1.0,0.0,8.074960359115858,15795.0,14950.03,844.9697265625,844.9697265625
56770,Opel,Insignia,2017.0,Manual,30675.0,Petrol,145.0,47.1,1.5,70.0,4.0,0.0,4.912654885736052,11700.0,12544.958,-844.9580078125,844.9580078125
47355,Škoda,Fabia,2018.0,Manual,19446.0,Petrol,277.3842544832681,57.7,1.0,61.0,1.0,0.0,6.501289670540389,6790.0,7634.9478,-844.94775390625,844.94775390625
55512,Toyota,Yaris,2014.0,Manual,55000.0,,30.0,55.0,1.3,60.0,1.0,0.0,5.955837369464831,6895.0,6050.06,844.93994140625,844.93994140625
38218,Mercedes-Benz,C-Class,2019.0,Semi-Auto,5979.0,Petrol,,,2.0,34.0,4.0,0.0,7.529943370601589,29299.0,30143.936,-844.935546875,844.935546875
62332,Opel,Mokka,2015.0,Manual,31069.0,Diesel,30.0,62.8,1.7,30.0,4.0,0.0,4.31748811353631,8499.0,9343.915,-844.9150390625,844.9150390625
62059,Opel,Mokka X,2018.0,Manual,17113.0,Petrol,145.0,47.1,1.4,89.0,4.0,0.0,7.002155954403621,11386.0,12230.896,-844.896484375,844.896484375
5620,Audi,Q5,2016.0,Automatic,36538.0,Diesel,,47.1,2.0,73.0,2.0,0.0,6.100318952020064,21995.0,22839.818,-844.818359375,844.818359375
23462,Ford,Mondeo,2016.0,Manual,63372.0,Diesel,30.0,64.2,2.0,65.0,2.0,0.0,5.529429087511423,9495.0,10339.811,-844.810546875,844.810546875
